,id,pair,cue,target,cond,guess,phase,corr,corr_g,c2t,c2g,t2g,finguess,intrusions
179,2,60,vine,navy,0,,1,0,,0.12478929,,,,
180,3,1,bus,hurt,0,,1,0,,0.25217578,,,,
181,3,2,croak,top,0,,1,0,,-0.12875935,,,,
182,3,3,court,jail,1,judge,1,0,1.0,0.566291,0.7218055725097656,0.5016828775405884,judge,0.0
183,3,4,vivid,sit,1,lucid,1,0,0.0,0.13455118,0.558383047580719,0.11402492970228195,real,0.0
184,3,5,year,minor,1,month,1,0,0.0,0.2496387,0.8037528991699219,0.18408820033073425,,0.0
185,3,6,essay,glue,1,english,1,1,0.0,0.015665948,0.28071078658103943,0.09803233295679092,write,0.0
186,3,7,snow,road,1,water,1,0,0.0,0.44269753,0.4682960510253906,0.33102700114250183,ice,0.0
187,3,8,bay,beach,0,,1,0,,0.5876903,,,,
188,3,9,learn,find,1,study,1,0,1.0,0.62303567,0.4404588043689728,0.3465999960899353,study,0.0
189,3,10,just,need,1,fair,1,0,1.0,0.6575736,0.45579928159713745,0.3953896462917328,fair,0.0
190,3,11,tile,sand,0,,1,0,,0.39506063,,,,
191,3,12,cabin,jelly,0,,1,0,,0.061660893,,,,
192,3,13,many,all,1,few,1,0,1.0,0.7478515,0.8164584040641785,0.6280505657196045,few,1.0
193,3,14,sap,laugh,0,,1,0,,0.08919973,,,,
194,3,15,inch,cover,1,height,1,0,1.0,0.23288062,0.45884355902671814,0.2730170488357544,height,0.0
195,3,16,bike,paint,1,rack,1,0,1.0,0.31452736,0.43524280190467834,0.3051695227622986,rack,0.0
196,3,17,baby,toy,0,,1,1,,0.5090242,,,,
197,3,18,pious,add,0,,1,0,,-0.005233292,,,,
198,3,19,write,step,1,draw,1,0,0.0,0.36689934,0.3536703288555145,0.3278037905693054,n,0.0
199,3,20,fairy,paper,0,,1,1,,0.25410262,,,,
200,3,21,think,know,0,,1,1,,0.88507104,,,,
201,3,22,wart,news,1,witch,1,0,1.0,-0.0072534606,0.2811746895313263,0.11164141446352005,witch,0.0
202,3,23,mild,track,0,,1,0,,0.10546857,,,,
203,3,24,night,show,0,,1,0,,0.5008233,,,,
204,3,25,best,great,0,,1,0,,0.70658535,,,,
205,3,26,wrong,kill,0,,1,0,,0.45672953,,,,
206,3,27,jog,rent,1,run,1,1,0.0,0.08143854,0.37161627411842346,0.2131786048412323,,0.0
207,3,28,acorn,minus,1,tree,1,0,0.0,0.08931689,0.3326152563095093,0.14547696709632874,mingle,0.0
208,3,29,dent,fire,1,boo,1,1,0.0,0.17562199,0.21454152464866638,0.1474909782409668,drive,0.0
209,3,30,cent,art,0,,1,0,,0.072835386,,,,
210,3,31,shiny,layer,0,,2,0,,0.2976558,,,,
211,3,32,blues,music,0,,2,0,,0.5405771,,,,
212,3,33,dip,bossy,0,,2,0,,-0.013717066,,,,
213,3,34,notes,stair,1,n,2,0,0.0,0.05721494,0.10805810987949371,0.05443466082215309,write,0.0
214,3,35,bun,lake,1,n,2,0,0.0,0.08999329,0.19943401217460632,0.16250614821910858,,0.0
215,3,36,agony,hound,0,,2,0,,0.2622713,,,,
216,3,37,tug,vote,1,n,2,0,0.0,0.0065951585,0.07338622212409973,0.13488741219043732,war,0.0
217,3,38,wood,fear,0,,2,0,,0.18111432,,,,
218,3,39,yearn,cards,1,n,2,0,0.0,0.06786431,0.08950020372867584,0.1160832941532135,want,0.0
219,3,40,pork,beef,1,n,2,0,0.0,0.84590256,0.18266665935516357,0.21190309524536133,meat,0.0
220,3,41,prism,hurry,1,n,2,0,0.0,-0.036625378,0.03889201954007149,0.17811618745326996,light,0.0
221,3,42,tired,bored,1,n,2,0,0.0,0.7057688,0.273772269487381,0.268150269985199,sleep,0.0
222,3,43,yolk,money,0,,2,0,,0.015234128,,,,
223,3,44,slurp,west,1,n,2,0,0.0,-0.084954344,0.08799198269844055,0.2271241843700409,drink,0.0
224,3,45,rude,dish,1,n,2,0,0.0,0.18629928,0.17638397216796875,0.1580643504858017,mean,0.0
225,3,46,doze,plus,0,,2,0,,0.020389317,,,,
226,3,47,heavy,duty,1,n,2,0,0.0,0.492564,0.16827724874019623,0.11940744519233704,,0.0
227,3,48,seize,bee,0,,2,0,,0.08214486,,,,
228,3,49,town,god,0,,2,0,,0.2290586,,,,
229,3,50,last,day,0,,2,0,,0.6838184,,,,
230,3,51,force,happy,0,,1,0,,0.26116312,,,,
231,3,52,task,alone,1,n,2,0,1.0,0.3995754,0.1201733648777008,0.237632617354393,n,0.0
232,3,53,scarf,silk,1,n,2,1,0.0,0.63188416,0.10077383369207382,0.10205542296171188,,0.0
233,3,54,pack,full,1,n,2,0,0.0,0.40528598,0.2127305269241333,0.15770107507705688,take,0.0
234,3,55,going,there,0,,2,0,,0.7492553,,,,
235,3,56,honor,month,1,n,2,0,0.0,0.26787153,0.08281666040420532,0.14484986662864685,,0.0
236,3,57,gin,sharp,0,,2,0,,0.16577865,,,,
237,3,58,royal,hotel,0,,2,0,,0.34354278,,,,
238,3,59,mend,hot,0,,2,0,,0.094790205,,,,
239,3,60,vine,navy,1,n,2,0,0.0,0.12478929,0.11537037044763565,0.1269965022802353,grape,0.0
240,4,1,bus,hurt,1,car,1,1,,0.25217578,0.4816960394382477,0.2844599783420563,,0.0
241,4,2,croak,top,1,frog,1,0,1.0,-0.12875935,0.32010501623153687,0.18999415636062622,frog,0.0
242,4,3,court,jail,0,,1,0,,0.566291,,,,
243,4,4,vivid,sit,0,,1,0,,0.13455118,,,,
244,4,5,year,minor,0,,1,0,,0.2496387,,,,
245,4,6,essay,glue,0,,1,1,,0.015665948,,,,
246,4,7,snow,road,0,,1,0,,0.44269753,,,,
247,4,8,bay,beach,1,watch,1,1,,0.5876903,0.18403005599975586,0.2696790397167206,,0.0
248,4,9,learn,find,0,,1,0,,0.62303567,,,,
249,4,10,just,need,0,,1,0,,0.6575736,,,,
250,4,11,tile,sand,1,floor,1,1,,0.39506063,0.6000743508338928,0.40949925780296326,,0.0
251,4,12,cabin,jelly,1,house,1,0,,0.061660893,0.5097253322601318,0.1789414882659912,,0.0
252,4,13,many,all,0,,1,0,,0.7478515,,,,
253,4,14,sap,laugh,1,tree,1,0,1.0,0.08919973,0.39490416646003723,0.20374198257923126,tree,1.0
254,4,15,inch,cover,0,,1,0,,0.23288062,,,,
255,4,16,bike,paint,0,,1,0,,0.31452736,,,,
256,4,17,baby,toy,1,child,1,0,0.0,0.5090242,0.665341854095459,0.40758010745048523,kid,0.0
257,4,18,pious,add,1,sacrifice,1,0,1.0,-0.005233292,0.42152100801467896,0.17240071296691895,sacrifice,0.0
258,4,19,write,step,0,,1,0,,0.36689934,,,,
259,4,20,fairy,paper,1,tale,1,1,,0.25410262,0.6474111676216125,0.2024112343788147,,0.0
260,4,21,think,know,1,great,1,0,,0.88507104,0.5714499950408936,0.579717755317688,,0.0
261,4,22,wart,news,0,,1,0,,-0.0072534606,,,,
262,4,23,mild,track,1,hot,1,0,1.0,0.10546857,0.3415123224258423,0.2205062210559845,hot,0.0
263,4,24,night,show,1,owl,1,1,,0.5008233,0.2672045826911926,0.12187182158231735,,0.0
264,4,25,best,great,1,friend,1,0,,0.70658535,0.3932064175605774,0.49034443497657776,,0.0
265,4,26,wrong,kill,1,incorrect,1,0,,0.45672953,0.6661282777786255,0.139992818236351,,0.0
266,4,27,jog,rent,0,,1,0,,0.08143854,,,,
267,4,28,acorn,minus,0,,1,0,,0.08931689,,,,
268,4,29,dent,fire,0,,1,0,,0.17562199,,,,
269,4,30,cent,art,1,fifty,1,0,1.0,0.072835386,0.44635632634162903,0.21305112540721893,fifty,0.0
270,4,31,shiny,layer,1,soft,2,1,,0.2976558,0.4569527208805084,0.42182567715644836,,0.0
271,4,32,blues,music,1,jazz,2,1,0.0,0.5405771,0.7334731817245483,0.7048622369766235,music,0.0
272,4,33,dip,bossy,1,salsa,2,1,,-0.013717066,0.4429866671562195,0.05084358528256416,,0.0
273,4,34,notes,stair,0,,2,0,,0.05721494,,,,
274,4,35,bun,lake,0,,2,0,,0.08999329,,,,
275,4,36,agony,hound,1,pain,2,0,1.0,0.2622713,0.6571341156959534,0.16755133867263794,pain,0.0
276,4,37,tug,vote,0,,2,1,,0.0065951585,,,,
277,4,38,wood,fear,1,paper,2,0,1.0,0.18111432,0.35363268852233887,0.19913116097450256,paper,0.0
278,4,39,yearn,cards,0,,2,0,,0.06786431,,,,
279,4,40,pork,beef,0,,2,1,,0.84590256,,,,
280,4,41,prism,hurry,0,,2,0,,-0.036625378,,,,
281,4,42,tired,bored,0,,2,1,,0.7057688,,,,
282,4,43,yolk,money,1,egg,2,1,,0.015234128,0.7373756170272827,0.20157113671302795,,0.0
283,4,44,slurp,west,0,,2,0,,-0.084954344,,,,
284,4,45,rude,dish,0,,2,0,,0.18629928,,,,
285,4,46,doze,plus,1,sleep,2,0,1.0,0.020389317,0.5591707825660706,0.2367756962776184,sleep,0.0
286,4,47,heavy,duty,0,,2,1,,0.492564,,,,
287,4,48,seize,bee,1,hold,2,1,,0.08214486,0.4887428283691406,0.2093920111656189,,0.0
288,4,49,town,god,1,city,2,0,0.0,0.2290586,0.7711463570594788,0.28005439043045044,mayor,0.0
289,4,50,last,day,1,name,2,1,1.0,0.6838184,0.32503119111061096,0.2423958033323288,name,0.0
290,4,51,force,happy,0,,2,0,,0.26116312,,,,
291,4,52,task,alone,0,,1,0,,0.3995754,,,,
292,4,53,scarf,silk,1,silk,2,1,1.0,0.63188416,0.6318841576576233,1.0000001192092896,silk,0.0
293,4,54,pack,full,0,,2,0,,0.40528598,,,,
294,4,55,going,there,1,went,2,0,1.0,0.7492553,0.7170162796974182,0.5864908695220947,went,0.0
295,4,56,honor,month,0,,2,0,,0.26787153,,,,
296,4,57,gin,sharp,1,tonic,2,1,,0.16577865,0.48228177428245544,0.22179850935935974,,0.0
297,4,58,royal,hotel,1,queen,2,1,0.0,0.34354278,0.5632476210594177,0.29200950264930725,hotel,0.0
298,4,59,mend,hot,1,fix,2,1,,0.094790205,0.4969513416290283,0.24390219151973724,,0.0
299,4,60,vine,navy,0,,2,0,,0.12478929,,,,
300,5,1,bus,hurt,1,stop,1,0,,0.25217578,0.47448429465293884,0.5008571743965149,,0.0
301,5,2,croak,top,1,road,1,0,0.0,-0.12875935,-0.032515741884708405,0.29225221276283264,lane,0.0
302,5,3,court,jail,0,,1,1,,0.566291,,,,
303,5,4,vivid,sit,0,,1,0,,0.13455118,,,,
304,5,5,year,minor,0,,1,0,,0.2496387,,,,
305,5,6,essay,glue,0,,1,0,,0.015665948,,,,
306,5,7,snow,road,0,,1,0,,0.44269753,,,,
307,5,8,bay,beach,1,area,1,1,,0.5876903,0.389376699924469,0.4149203300476074,,0.0
308,5,9,learn,find,0,,1,0,,0.62303567,,,,
309,5,10,just,need,0,,1,1,,0.6575736,,,,
310,5,11,tile,sand,1,floor,1,1,,0.39506063,0.6000743508338928,0.40949925780296326,,0.0
311,5,12,cabin,jelly,1,woods,1,0,,0.061660893,0.4360532760620117,0.15268228948116302,,0.0
312,5,13,many,all,0,,1,1,,0.7478515,,,,
313,5,14,sap,laugh,1,tree,1,1,1.0,0.08919973,0.39490416646003723,0.20374198257923126,tree,0.0
314,5,15,inch,cover,0,,1,0,,0.23288062,,,,
315,5,16,bike,paint,0,,1,0,,0.31452736,,,,
316,5,17,baby,toy,1,blues,1,1,0.0,0.5090242,0.2861172556877136,0.1386413723230362,toy,0.0
317,5,18,pious,add,1,tall,1,1,0.0,-0.005233292,0.13060256838798523,0.21065738797187805,many,0.0
318,5,19,write,step,0,,1,0,,0.36689934,,,,
319,5,20,fairy,paper,1,dream,1,1,,0.25410262,0.4708014130592346,0.20994539558887482,,0.0
320,5,21,think,know,1,throughly,1,0,,0.88507104,0.12002231180667877,0.1345343142747879,,0.0
321,5,22,wart,news,0,,1,0,,-0.0072534606,,,,
322,5,23,mild,track,1,flavor,1,0,1.0,0.10546857,0.4400359094142914,0.12644849717617035,flavor,1.0
323,5,24,night,show,1,light,1,0,,0.5008233,0.4592956006526947,0.30367448925971985,,0.0
324,5,25,best,great,1,memory,1,0,,0.70658535,0.2387305349111557,0.29303330183029175,,0.0
325,5,26,wrong,kill,1,lane,1,0,,0.45672953,0.2729957699775696,0.2174459844827652,,0.0
326,5,27,jog,rent,0,,1,0,,0.08143854,,,,
327,5,28,acorn,minus,0,,1,0,,0.08931689,,,,
328,5,29,dent,fire,0,,1,0,,0.17562199,,,,
329,5,30,cent,art,1,money,1,1,1.0,0.072835386,0.3518854081630707,0.2632778584957123,money,0.0
330,5,31,shiny,layer,1,new,2,0,,0.2976558,0.3048446774482727,0.16044901311397552,,0.0
331,5,32,blues,music,1,sad,2,1,1.0,0.5405771,0.2795196771621704,0.3485819101333618,sad,0.0
332,5,33,dip,bossy,1,toes,2,0,,-0.013717066,0.33809012174606323,0.199017733335495,,0.0
333,5,34,notes,stair,0,,2,0,,0.05721494,,,,
334,5,35,bun,lake,0,,2,1,,0.08999329,,,,
335,5,36,agony,hound,1,feeling,2,0,1.0,0.2622713,0.4625556468963623,0.16709910333156586,feeling,0.0
336,5,37,tug,vote,0,,2,1,,0.0065951585,,,,
337,5,38,wood,fear,1,tree,2,1,1.0,0.18111432,0.5320031642913818,0.21895161271095276,tree,0.0
338,5,39,yearn,cards,0,,2,0,,0.06786431,,,,
339,5,40,pork,beef,0,,2,1,,0.84590256,,,,
340,5,41,prism,hurry,0,,2,0,,-0.036625378,,,,
341,5,42,tired,bored,0,,2,1,,0.7057688,,,,
342,5,43,yolk,money,1,egg,2,1,,0.015234128,0.7373756170272827,0.20157113671302795,,0.0
343,5,44,slurp,west,0,,2,0,,-0.084954344,,,,
344,5,45,rude,dish,0,,2,0,,0.18629928,,,,
345,5,46,doze,plus,1,off,2,0,1.0,0.020389317,0.20076805353164673,0.38436800241470337,off,0.0
346,5,47,heavy,duty,0,,2,1,,0.492564,,,,
347,5,48,seize,bee,1,day,2,0,,0.08214486,0.18970876932144165,0.24612866342067719,,0.0
348,5,49,town,god,1,light,2,0,0.0,0.2290586,0.22779777646064758,0.27784353494644165,place,0.0
349,5,50,last,day,1,first,2,1,1.0,0.6838184,0.7223884463310242,0.5370298027992249,first,0.0
350,5,51,force,happy,0,,2,0,,0.26116312,,,,
351,5,52,task,alone,0,,1,0,,0.3995754,,,,
352,5,53,scarf,silk,0,,2,1,,0.63188416,,,,
353,5,54,pack,full,0,,2,0,,0.40528598,,,,
354,5,55,going,there,1,around,2,1,0.0,0.7492553,0.6421390771865845,0.6332581043243408,place,0.0
355,5,56,honor,month,0,,2,0,,0.26787153,,,,
356,5,57,gin,sharp,1,toxic,2,1,,0.16577865,0.15278057754039764,0.16950398683547974,,0.0
357,5,58,royal,hotel,1,upper,2,0,1.0,0.34354278,0.23106536269187927,0.17317751049995422,upper,0.0
358,5,59,mend,hot,1,right,2,0,,0.094790205,0.2143518328666687,0.3469627797603607,,0.0
359,5,60,vine,navy,0,,2,1,,0.12478929,,,,
360,6,1,bus,hurt,1,run,1,0,,0.25217578,0.38110625743865967,0.3859827220439911,,0.0
361,6,2,croak,top,1,frog,1,0,1.0,-0.12875935,0.32010501623153687,0.18999415636062622,frog,0.0
362,6,3,court,jail,0,,1,1,,0.566291,,,,
363,6,4,vivid,sit,0,,1,0,,0.13455118,,,,
364,6,5,year,minor,0,,1,0,,0.2496387,,,,
365,6,6,essay,glue,0,,1,0,,0.015665948,,,,
366,6,7,snow,road,0,,1,1,,0.44269753,,,,
367,6,8,bay,beach,1,road,1,0,,0.5876903,0.3191225826740265,0.40770044922828674,,0.0
368,6,9,learn,find,0,,1,0,,0.62303567,,,,
369,6,10,just,need,0,,1,0,,0.6575736,,,,
370,6,11,tile,sand,1,floor,1,1,,0.39506063,0.6000743508338928,0.40949925780296326,,0.0
371,6,12,cabin,jelly,1,house,1,0,,0.061660893,0.5097253322601318,0.1789414882659912,,1.0
372,6,13,many,all,0,,1,1,,0.7478515,,,,
373,6,14,sap,laugh,1,tree,1,0,1.0,0.08919973,0.39490416646003723,0.20374198257923126,tree,1.0
374,6,15,inch,cover,0,,1,0,,0.23288062,,,,
375,6,16,bike,paint,0,,1,0,,0.31452736,,,,
376,6,17,baby,toy,1,cabin,1,1,0.0,0.5090242,0.2487725466489792,0.18930913507938385,toy,0.0
377,6,18,pious,add,1,fair,1,0,0.0,-0.005233292,0.24034948647022247,0.19412247836589813,,0.0
378,6,19,write,step,0,,1,0,,0.36689934,,,,
379,6,20,fairy,paper,1,snow,1,0,,0.25410262,0.35247310996055603,0.20297083258628845,,0.0
380,6,21,think,know,1,cent,1,0,,0.88507104,0.22945408523082733,0.18815529346466064,,0.0
381,6,22,wart,news,0,,1,0,,-0.0072534606,,,,
382,6,23,mild,track,1,calm,1,0,0.0,0.10546857,0.4349508583545685,0.24201610684394836,cool,1.0
383,6,24,night,show,1,day,1,0,,0.5008233,0.704310953617096,0.41879475116729736,,0.0
384,6,25,best,great,1,road,1,0,,0.70658535,0.33571770787239075,0.3627740442752838,,0.0
385,6,26,wrong,kill,1,right,1,0,,0.45672953,0.6842207908630371,0.36533552408218384,,1.0
386,6,27,jog,rent,0,,1,0,,0.08143854,,,,
387,6,28,acorn,minus,0,,1,0,,0.08931689,,,,
388,6,29,dent,fire,0,,1,0,,0.17562199,,,,
389,6,30,cent,art,1,dollar,1,0,0.0,0.072835386,0.5201810598373413,0.19565777480602264,sill,0.0
390,6,31,shiny,layer,1,pearl,2,0,,0.2976558,0.45928892493247986,0.2323521077632904,,0.0
391,6,32,blues,music,1,clues,2,1,0.0,0.5405771,0.12400273978710175,0.1433865875005722,music,0.0
392,6,33,dip,bossy,1,chip,2,0,,-0.013717066,0.4009917676448822,-0.020937418565154076,,0.0
393,6,34,notes,stair,0,,2,0,,0.05721494,,,,
394,6,35,bun,lake,0,,2,0,,0.08999329,,,,
395,6,36,agony,hound,1,[ain,2,0,0.0,0.2622713,,,pain,0.0
396,6,37,tug,vote,0,,2,0,,0.0065951585,,,,
397,6,38,wood,fear,1,bark,2,0,1.0,0.18111432,0.5010194182395935,0.23181377351284027,bark,0.0
398,6,39,yearn,cards,0,,2,0,,0.06786431,,,,
399,6,40,pork,beef,0,,2,1,,0.84590256,,,,
400,6,41,prism,hurry,0,,2,0,,-0.036625378,,,,
401,6,42,tired,bored,1,bored,2,1,1.0,0.7057688,0.7057688236236572,1.0,bored,0.0
402,6,43,yolk,money,0,,1,0,,0.015234128,,,,
403,6,44,slurp,west,0,,2,0,,-0.084954344,,,,
404,6,45,rude,dish,0,,2,0,,0.18629928,,,,
405,6,46,doze,plus,1,sleep,2,0,0.0,0.020389317,0.5591707825660706,0.2367756962776184,off,0.0
406,6,47,heavy,duty,0,,2,0,,0.492564,,,,
407,6,48,seize,bee,1,ground,2,0,,0.08214486,0.2643531858921051,0.2163383513689041,,0.0
408,6,49,town,god,1,city,2,0,1.0,0.2290586,0.7711463570594788,0.28005439043045044,city,0.0
409,6,50,last,day,1,first,2,0,0.0,0.6838184,0.7223884463310242,0.5370298027992249,day,0.0
410,6,51,force,happy,0,,2,0,,0.26116312,,,,
411,6,52,task,alone,1,ask,2,0,1.0,0.3995754,0.34852349758148193,0.4972323477268219,ask,0.0
412,6,53,scarf,silk,0,,2,1,,0.63188416,,,,
413,6,54,pack,full,0,,2,0,,0.40528598,,,,
414,6,55,going,there,1,home,2,1,0.0,0.7492553,0.504723846912384,0.44456371665000916,away,0.0
415,6,56,honor,month,0,,2,0,,0.26787153,,,,
416,6,57,gin,sharp,1,beer,2,0,,0.16577865,0.5214404463768005,0.18508654832839966,,0.0
417,6,58,royal,hotel,1,bee,2,0,0.0,0.34354278,0.30539363622665405,0.11844360828399658,day,0.0
418,6,59,mend,hot,1,sew,2,0,,0.094790205,0.44833996891975403,0.18340836465358734,,0.0
419,6,60,vine,navy,0,,2,0,,0.12478929,,,,
420,7,1,bus,hurt,0,,1,0,,0.25217578,,,,
421,7,2,croak,top,0,,1,0,,-0.12875935,,,,
422,7,3,court,jail,1,group,1,1,0.0,0.566291,0.20135296881198883,0.16502133011817932,justice,0.0
423,7,4,vivid,sit,1,obscure,1,0,1.0,0.13455118,0.3023044764995575,0.22715334594249725,obscure,0.0
424,7,5,year,minor,1,second,1,0,0.0,0.2496387,0.49359822273254395,0.31200891733169556,old,0.0
425,7,6,essay,glue,1,sentence,1,0,1.0,0.015665948,0.3375302255153656,0.1101941391825676,sentence,0.0
426,7,7,snow,road,1,fog,1,0,1.0,0.44269753,0.5531855821609497,0.3278709650039673,fog,1.0
427,7,8,bay,beach,0,,1,0,,0.5876903,,,,
428,7,9,learn,find,1,forget,1,0,0.0,0.62303567,0.5940746665000916,0.5992316007614136,know,0.0
429,7,10,just,need,1,nothing,1,0,0.0,0.6575736,0.7610878944396973,0.604242742061615,fair,0.0
430,7,11,tile,sand,0,,1,1,,0.39506063,,,,
431,7,12,cabin,jelly,0,,1,1,,0.061660893,,,,
432,7,13,many,all,1,few,1,1,1.0,0.7478515,0.8164584040641785,0.6280505657196045,few,0.0
433,7,14,sap,laugh,0,,1,0,,0.08919973,,,,
434,7,15,inch,cover,1,foot,1,0,1.0,0.23288062,0.4194495975971222,0.2636122405529022,foot,0.0
435,7,16,bike,paint,1,cycle,1,0,0.0,0.31452736,0.43481889367103577,0.17974191904067993,walk,0.0
436,7,17,baby,toy,0,,1,0,,0.5090242,,,,
437,7,18,pious,add,0,,1,0,,-0.005233292,,,,
438,7,19,write,step,1,erase,1,0,0.0,0.36689934,0.40374118089675903,0.3228679299354553,paper,0.0
439,7,20,fairy,paper,0,,1,0,,0.25410262,,,,
440,7,21,think,know,0,,1,1,,0.88507104,,,,
441,7,22,wart,news,1,smooth,1,0,1.0,-0.0072534606,0.11807166039943695,0.04376945644617081,smooth,0.0
442,7,23,mild,track,0,,1,0,,0.10546857,,,,
443,7,24,night,show,0,,1,1,,0.5008233,,,,
444,7,25,best,great,0,,1,1,,0.70658535,,,,
445,7,26,wrong,kill,0,,1,0,,0.45672953,,,,
446,7,27,jog,rent,1,run,1,0,1.0,0.08143854,0.37161627411842346,0.2131786048412323,run,0.0
447,7,28,acorn,minus,1,peanut,1,0,0.0,0.08931689,0.3570190668106079,0.23128406703472137,nut,0.0
448,7,29,dent,fire,1,hole,1,0,1.0,0.17562199,0.2963050901889801,0.3053087592124939,hole,0.0
449,7,30,cent,art,0,,1,0,,0.072835386,,,,
450,7,31,shiny,layer,0,,2,0,,0.2976558,,,,
451,7,32,blues,music,0,,2,1,,0.5405771,,,,
452,7,33,dip,bossy,0,,2,0,,-0.013717066,,,,
453,7,34,notes,stair,1,paper,2,0,1.0,0.05721494,0.36629313230514526,0.11687684804201126,paper,0.0
454,7,35,bun,lake,1,bread,2,0,1.0,0.08999329,0.5516564249992371,0.20594047009944916,bread,0.0
455,7,36,agony,hound,0,,2,1,,0.2622713,,,,
456,7,37,tug,vote,1,pull,2,0,1.0,0.0065951585,0.4671967923641205,0.280871719121933,pull,0.0
457,7,38,wood,fear,0,,2,0,,0.18111432,,,,
458,7,39,yearn,cards,1,want,2,0,1.0,0.06786431,0.44062110781669617,0.2961735725402832,want,0.0
459,7,40,pork,beef,1,chicken,2,1,1.0,0.84590256,0.8136042356491089,0.7954849600791931,chicken,0.0
460,7,41,prism,hurry,1,circle,2,1,1.0,-0.036625378,0.3571680188179016,0.21288162469863892,circle,0.0
461,7,42,tired,bored,1,awake,2,0,1.0,0.7057688,0.5868725180625916,0.49572089314460754,awake,0.0
462,7,43,yolk,money,0,,2,0,,0.015234128,,,,
463,7,44,slurp,west,1,chug,2,0,1.0,-0.084954344,0.5621962547302246,0.06213632598519325,chug,0.0
464,7,45,rude,dish,1,nice,2,0,1.0,0.18629928,0.3759489357471466,0.3599838316440582,nice,0.0
465,7,46,doze,plus,0,,2,0,,0.020389317,,,,
466,7,47,heavy,duty,1,light,2,1,1.0,0.492564,0.48412418365478516,0.3326835334300995,light,0.0
467,7,48,seize,bee,0,,2,0,,0.08214486,,,,
468,7,49,town,god,0,,2,0,,0.2290586,,,,
469,7,50,last,day,0,,2,0,,0.6838184,,,,
470,7,51,force,happy,1,easy,2,1,1.0,0.26116312,0.24988317489624023,0.4567098617553711,easy,0.0
471,7,52,task,alone,1,write,2,0,0.0,0.3995754,0.39513370394706726,0.37202709913253784,work,0.0
472,7,53,scarf,silk,1,cold,2,1,1.0,0.63188416,0.2506667673587799,0.21616999804973602,cold,0.0
473,7,54,pack,full,0,,1,0,,0.40528598,,,,
474,7,55,going,there,0,,2,1,,0.7492553,,,,
475,7,56,honor,month,1,military,2,1,1.0,0.26787153,0.3769405782222748,0.22953450679779053,military,0.0
476,7,57,gin,sharp,0,,2,1,,0.16577865,,,,
477,7,58,royal,hotel,0,,2,1,,0.34354278,,,,
478,7,59,mend,hot,0,,2,0,,0.094790205,,,,
479,7,60,vine,navy,1,grape,2,1,0.0,0.12478929,0.6882134675979614,0.20133814215660095,grapes,0.0
480,8,1,bus,hurt,0,,1,0,,0.25217578,,,,
481,8,2,croak,top,0,,1,0,,-0.12875935,,,,
482,8,3,court,jail,1,time,1,1,0.0,0.566291,0.3441983759403229,0.32856976985931396,jail,0.0
483,8,4,vivid,sit,1,colors,1,0,1.0,0.13455118,0.5463746190071106,0.16249527037143707,colors,1.0
484,8,5,year,minor,1,month,1,0,1.0,0.2496387,0.8037528991699219,0.18408820033073425,month,0.0
485,8,6,essay,glue,1,writing,1,0,0.0,0.015665948,0.5837442874908447,0.15714256465435028,write,0.0
486,8,7,snow,road,1,cold,1,0,1.0,0.44269753,0.6063706278800964,0.2930910885334015,cold,1.0
487,8,8,bay,beach,0,,1,1,,0.5876903,,,,
488,8,9,learn,find,1,school,1,0,0.0,0.62303567,0.41457056999206543,0.3228836953639984,,0.0
489,8,10,just,need,1,now,1,0,0.0,0.6575736,0.7267847061157227,0.594115674495697,,0.0
490,8,11,tile,sand,0,,1,1,,0.39506063,,,,
491,8,12,cabin,jelly,0,,1,1,,0.061660893,,,,
492,8,13,many,all,1,various,1,1,0.0,0.7478515,0.7322399020195007,0.6339867115020752,full,0.0
493,8,14,sap,laugh,0,,1,0,,0.08919973,,,,
494,8,15,inch,cover,1,mesure,1,0,0.0,0.23288062,-0.006772926077246666,-0.030121399089694023,measure,0.0
495,8,16,bike,paint,1,ride,1,1,1.0,0.31452736,0.7437713742256165,0.2639401853084564,ride,0.0
496,8,17,baby,toy,0,,1,1,,0.5090242,,,,
497,8,18,pious,add,0,,1,0,,-0.005233292,,,,
498,8,19,write,step,1,pen,1,0,0.0,0.36689934,0.3892335593700409,0.21148581802845,notes,0.0
499,8,20,fairy,paper,0,,1,1,,0.25410262,,,,
500,8,21,think,know,0,,1,1,,0.88507104,,,,
501,8,22,wart,news,1,hand,1,0,1.0,-0.0072534606,0.1561984419822693,0.19615581631660461,hand,1.0
502,8,23,mild,track,0,,1,0,,0.10546857,,,,
503,8,24,night,show,0,,1,1,,0.5008233,,,,
504,8,25,best,great,0,,1,1,,0.70658535,,,,
505,8,26,wrong,kill,0,,1,0,,0.45672953,,,,
506,8,27,jog,rent,1,run,1,0,0.0,0.08143854,0.37161627411842346,0.2131786048412323,exercise,0.0
507,8,28,acorn,minus,1,tree,1,0,1.0,0.08931689,0.3326152563095093,0.14547696709632874,tree,0.0
508,8,29,dent,fire,1,wall,1,0,1.0,0.17562199,0.23288673162460327,0.3801942467689514,wall,0.0
509,8,30,cent,art,0,,1,0,,0.072835386,,,,
510,8,31,shiny,layer,0,,2,0,,0.2976558,,,,
511,8,32,blues,music,0,,2,1,,0.5405771,,,,
512,8,33,dip,bossy,0,,2,0,,-0.013717066,,,,
